code,title,meta
MUS72004,Musicianship IV (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MUS71011,Instrumental Techniques II (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
MUS71006,Creative Music Practice II (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
MUS71007,Specialist Studies I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
MUS71003,Sound Production I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
MUS72010,Creative Music Practice III (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MUS71005,Creative Music Practice I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
MUS73010,Specialist Studies VI (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HUM10315,Knowing with Community (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  10Level of learning:  Advanced        
ACC92110,Business Accounting (Online) (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Intermediate        
ACC81210,Accounting for Managers (Online) (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
ACC93110,Managerial Accounting (Online) (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Intermediate        
CMM73010,Epidemiology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
SCI73020,Professional Experience in the Biomedical Setting (2020),Unit type: UG Coursework UnitCredit points: 24AQF level:  7Level of learning:  Advanced        
BIO72100,Clinical Microbiology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
BIO72025,Molecular Genetics (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
BIO72050,Microbiology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
BIO73050,Clinical Biochemistry (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
BIO73020,Bioinformatics (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MDC72010,Immunology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
ENI83005,Mechanical Systems Design (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Intermediate        
ENI83015,Modern Internal Combustion Engines (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Intermediate        
ENI73001,Dynamics of Machines (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
ENI83040,Control Systems and Automation (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
ENI73020,Fluids Engineering (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
ENI81005,"Energy, the Environment and Mechanical Engineering (2020)",Unit type: UG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
ENI73015,Electro-Mechanical and Robotics Technology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
ENI82005,Thermal Engineering (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
ENI73009,Finite Element Method and Fracture Mechanics (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
ENI73005,Machine Element Design (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
ENI73025,Thermodynamics (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
ENI72005,Introduction to Mechanical Design and Manufacturing (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
ENI72001,Dynamics (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW72001,Civil Litigation and Procedure (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW73003,Remedies (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
LAW72009,Principles of Equity (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
LAW72010,Property in Land (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW71005,Property Principles (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
LAW72005,Evidence (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
LAW72002,Torts (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG82210,Organisational Behaviour (Online) (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
MNG91210,Entrepreneurship and Marketing (Online) (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
BIO72130,Human Pathophysiology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
PHY71030,Introductory Physics and Maths for Health Sciences (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
CHE71010,Organic Chemistry (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
NRS82005,Transformative Clinical Practices (2020),Unit type: PG Coursework UnitCredit points: 24AQF level:  8Level of learning:  Intermediate        
NRS81002,Professional Practices (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
NRS81001,Nursing in the Australian Context (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
ENG10001,General English (2020),Unit type: Scheduled Hours Unit - Non-Award/Non-ReportableCredit points: 0AQF level:  0Level of learning:  Introductory        
PDT73006,Pedorthics Clinical Placement II (2020),Unit type: UG Coursework UnitCredit points: 24AQF level:  7Level of learning:  Advanced        
PDT73005,Pedorthics Clinical Placement I (2020),Unit type: UG Coursework UnitCredit points: 24AQF level:  7Level of learning:  Advanced        
ENG10002,English for Academic Purposes (2020),Unit type: Scheduled Hours Unit - Non-Award/Non-ReportableCredit points: 0AQF level:  0Level of learning:  Introductory        
CSC73010,Programming Mobile Systems (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
CMP73010,Managing Software Development (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
SOC03402,Doctor of Indigenous Philosophies Research Proposal (2020),Unit type: PG Coursework UnitCredit points: 24AQF level:  10Level of learning:  Advanced        
SOC89022,Doctor of Indigenous Philosophies Thesis (2020),Unit type: Doctoral Thesis (Category type 144 course)Credit points: 192AQF level:  10Level of learning:  Advanced        
SCI83013,Science Honours Thesis II (2020),Unit type: Hons UnitCredit points: 24AQF level:  8Level of learning:  Advanced        
PDT73007,Pedorthics Clinical Placement III (2020),Unit type: UG Coursework UnitCredit points: 24AQF level:  7Level of learning:  Advanced        
BHS83002,Advanced Topics in Professional Psychology (2020),Unit type: Hons UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
MAT83002,Applied Research and Evaluation for the Psychological Scientist-Practitioner (2020),Unit type: Hons UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
MAT83001,Analysis of Multivariate Behavioural Data (2020),Unit type: Hons UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
IST00151,Independent Study,Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
BHS83004,Psychology Honours Thesis II (2020),Unit type: Hons UnitCredit points: 24AQF level:  8Level of learning:  Advanced        
IST00152,Independent Study,Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
BHS83001,Psychology Seminars (2020),Unit type: Hons UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
BHS83003,Psychology Honours Thesis I (2020),Unit type: Hons UnitCredit points: 24AQF level:  8Level of learning:  Advanced        
PLN20003,Development Assessment Studio (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
PLN20002,Settlements and Urban Design (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
PLN20001,Land and Development Economics (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
PLN10001,Rural and Regional Planning (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
EDU20003,Developing Quality Teaching for Students with Additional Support Needs (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
PLN83003,Capstone Project (2020),Unit type: Hons UnitCredit points: 24AQF level:  8Level of learning:  Advanced        
PLN83002,Planning Thesis II (2020),Unit type: Hons UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
PLN20005,Community Engagement (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
PLN83001,Planning Thesis I (2020),Unit type: Hons UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
PLN20004,Strategic Planning Studio (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
PLN10002,Sustainability and Professional Ethics for Planners (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
EDU20002,Accountability and Collaboration (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
NRS20006,Foundations to Nursing (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
BIO20003,Intermediate Anatomy and Physiology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
NRS20005,Nursing Practices (2020),Unit type: UG Coursework UnitCredit points: 24AQF level:  7Level of learning:  Intermediate        
SCI83012,Science Honours Thesis I (2020),Unit type: Hons UnitCredit points: 24AQF level:  8Level of learning:  Advanced        
SCI83011,"Scientific Research, Context, Perspective and Method (2020)",Unit type: Hons UnitCredit points: 24AQF level:  8Level of learning:  Advanced        
ENG10010,Foundations: Language & Literacy (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
HLT83005,Diagnostic Intake Clinic: Advanced and Interdisciplinary Practice (Internal) (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
HLT83006,Accountability and Clinical Reasoning (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
MAT10002,Foundations: Mathematics and Numeracy (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
HLT83007,Health Promotion and Primary Health Care (2020),Unit type: UG Coursework UnitCredit points: 24AQF level:  8Level of learning:  Advanced        
LAW30005,Statutory Interpretation (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HLT83004,Allied Health Honours Thesis II (2020),Unit type: Hons UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
TRM20001,Tourist Behaviour and Interactions (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HLT83003,Allied Health Honours Thesis I (2020),Unit type: Hons UnitCredit points: 24AQF level:  8Level of learning:  Advanced        
MKT20001,"Marketing and Promotion for Sport, Exercise and Allied Health (2020)",Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
COM61001,Pop: Encounters with the Arts and Humanities (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  6Level of learning:  Introductory        
EDU30006,Science and Technology Education: Curriculum and Pedagogy (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
EDU20006,Creative Arts Education: Curriculum and Pedagogy (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
EDU20010,"Personal Development, Health and Physical Education: Curriculum and Pedagogy (2020)",Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
CAR10003,Foundations: The Arts (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
EDU30005,Mathematics Education: Issues (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
SCI10003,Foundations: Science and Technology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
HEA10003,"Foundations: Personal Development, Health and Physical Education (2020)",Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
HUM10001,Foundations: Human Society and its Environments (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
EDU20008,Human Society and its Environments: Curriculum and Pedagogy (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
EDU20009,Mathematics Education: Curriculum and Pedagogy (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
EDU30004,English Education: Issues (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
EDU20007,English Education: Curriculum and Pedagogy (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
ENG10004,Foundations: English (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
EDU30008,Advanced Secondary Curriculum Pedagogy II (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
EDU83003,Inclusive Teaching (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
EDU83001,Learning and Support Frameworks (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
EDU81002,The Learning Environment (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
TCH83001,Professional Experience II: Evaluation to Improve Teaching Practice (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
EDU83002,"Curriculum, Assessment and Technology (2020)",Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
TCH81001,Professional Experience in Early Childhood Education I: Pre-schoolers (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
EDU81003,Learning through Literacy and Numeracy (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
EDU30007,Advanced Secondary Curriculum Pedagogy I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
EDU20001,"Literacy, Assessment and Information & Communication Technology (2020)",Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
TCH81003,Professional Experience I: Enhancing Student Learning (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
TCH82002,Principles and Practice in Early Childhood Education (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Intermediate        
TCH81002,Play and Pedagogies in Early Childhood Education (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
TCH82001,Professional Experience in Early Childhood Education II: Infants and Toddlers (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Intermediate        
EDU81001,Understanding Children and Adolescents (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
EDU93002,Extended Research Project (2020),Unit type: PG Coursework UnitCredit points: 24AQF level:  9Level of learning:  Advanced        
MNG91002,Entrepreneurship (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
CMP91020,Emerging Technology in Business (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
ISY91015,Information Systems Analysis and Design (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
MNG10719,Organisational Behaviour: Power and the Human Resource Management Activist (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MNG10718,Strategic Architecture of Organisations (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MNG10717,Culture and Change Implementation (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MNG10716,Organisational Stakeholder Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MNG10715,Designing Workforces for Human Resource Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10714,The Human Resource Management Expert Practitioner (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10713,Understanding the Business Environment (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10697,Aviation Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MNG10696,International Tourism Destinations (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10476,Professional Development for the Workplace (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10291,The Cruise Business (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10253,Sustainable Business Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MNG10247,Managing Organisations (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
MNG10228,Production Management for Conventions and Events (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10226,Event Operations Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10002,Introduction to Professional Practice (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
MNG03419,Gastronomic Tourism (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
MNG03237,Tourism and Hotel Internship (2020),Unit type: PG Coursework UnitCredit points: 24AQF level:  9Level of learning:  Advanced        
MNG03236,Business Professional Development (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
MNG03218,Managing Information Systems (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Advanced        
LAW10069,Veterans Law I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW10068,Law and Government Decision Making (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW10004,Australian Criminal Law II (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW10003,Contract Law II (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW10002,Australian Criminal Law I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
LAW10001,Contract Law I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
LAW01125,Stock Exchange and Finance Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00720,Legal Studies (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
LAW00529,Restorative Justice (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00527,Corporations Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00526,International Criminal Justice (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
LAW00525,Cyberlaw (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00524,Independent Legal Research (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
LAW00523,Commercial Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00522,Human Rights (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
